"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT05","WT08","WT10"
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-08",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-09",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-10",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-11",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-12",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-13",,"0.06",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-14",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-15",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-16",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-17",,"0.04",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-18",,"0.17",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-19",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-20",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-21",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-22",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-23",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-24",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-25",,"0.01",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-26",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-27",,"0.07",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-02-28",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-01",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-02",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-03",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-04",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-05",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-06",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-07",,"0.04",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-08",,"0.21",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-09",,"0.29",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-10",,"0.26",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-11",,"0.02",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-12",,"0.43",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-13",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-14",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-15",,"0.33",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-16",,"0.01",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-17",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-18",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-19",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-20",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-21",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-22",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-23",,"0.56",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-24",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-25",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-26",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-27",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-28",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-29",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-30",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-03-31",,"0.91",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-01",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-02",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-03",,"0.03",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-04",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-05",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-06",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-07",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-08",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-09",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-10",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-11",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-12",,"0.04",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-13",,"0.02",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-14",,"1.91",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-15",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-16",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-17",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-18",,"0.03",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-19",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-20",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-21",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-22",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-23",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-25",,"1.15",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-26",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-27",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-28",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-29",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-04-30",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-01",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-02",,"0.98",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-03",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-04",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-05",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-06",,"1.17",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-07",,"0.97",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-08",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-09",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-10",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-11",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-12",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-13",,"0.07",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-14",,"0.09",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-15",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-16",,"0.35",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-17",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-18",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-19",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-20",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-21",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-22",,"0.72",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-23",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-24",,"0.34",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-25",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-26",,"1.98",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-27",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-28",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-29",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-30",,"0.28",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-05-31",,"0.08",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-01",,"0.01",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-02",,"0.03",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-03",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-04",,"0.02",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-05",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-06",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-07",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-08",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-09",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-11",,,,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-12",,"0.41",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-13",,"0.05",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-14",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-15",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-16",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-17",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-18",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-19",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-20",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-21",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-22",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-23",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-24",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-25",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-26",,"1.56",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-27",,"0.75",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-28",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-29",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-06-30",,"0.03",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-01",,"0.88",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-02",,"0.81",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-03",,"0.12",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-04",,"0.18",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-05",,"0.08",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-06",,"0.33",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-07",,"0.03",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-08",,"2.13",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-09",,"0.15",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-10",,"0.85",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-11",,"0.30",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-12",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-13",,"1.51",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-14",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-15",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-16",,"1.28",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-17",,"0.52",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-18",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-19",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-20",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-21",,"0.90",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-22",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-23",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-24",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-25",,"0.00",,,,,,,,,
"US1LAPL0001","BELLE CHASSE 1.6 NNE, LA US","2022-07-26",,"0.28",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-01","14.09","0.01","77","82","74","    1",,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-02","16.11","0.07","70","78","35","    1",,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-03","10.51","0.00","39","51","35",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-04","5.14","0.00","46","57","37",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-05","5.37","0.00","57","68","49",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-06","8.50","0.02","63","77","45","    1",,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-07","8.50","0.00","47","54","42",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-08","11.18","0.02","58","68","54",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-09","8.50","0.07","71","82","64","    1",,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-10","14.09","0.04","58","64","48","    1",,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-11","9.40","0.00","51","58","45",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-12","4.25","0.00","53","58","43",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-13","5.59","0.00","52","68","41",,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-14","4.47","0.00","57","70","45","    1",,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-15","11.18","0.49","58","67","40","    1",,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-16","13.87","0.00","42","48","35",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-17","6.04","0.00","45","58","37",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-18","6.49","0.00","49","64","37",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-19","7.16","0.00","60","73","52",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-20","13.42","0.19","57","64","39","    1",,"    1",,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-21","12.53","0.03","38","42","36",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-22","8.28","0.00","38","47","33",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-23","3.80","0.00","41","53","28",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-24","4.25","0.27","44","57","35","    1",,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-25","8.05","0.69","49","54","48","    1",,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-26","9.17","0.00","48","54","41",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-27","4.92","0.00","48","59","39",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-28","10.96","0.00","49","55","39",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-29","7.16","0.00","44","51","37",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-30","8.50","0.00","49","66","38",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-01-31","6.71","0.00","55","68","43","    1",,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-01","16.55","0.08","62","70","57","    1",,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-02","7.83","0.34","65","68","62","    1",,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-03","12.75","2.08","66","74","44","    1","    1","    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-04","14.76","0.21","42","44","35","    1",,"    1",,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-05","9.17","0.00","39","50","33",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-06","2.46","0.00","43","55","34",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-07","5.37","0.00","48","54","42",,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-08","4.03","0.00","49","59","44",,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-09","4.25","0.00","51","64","39","    1",,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-10","2.46","0.00","53","69","39","    1",,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-11","3.80","0.00","56","69","43","    1",,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-12","5.14","0.00","56","70","44","    1","    1",,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-13","11.63","0.03","49","55","38",,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-14","3.58","0.00","49","65","37",,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-15","7.83","0.00","54","67","41","    1",,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-16","15.21","0.00","63","77","53",,,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-17","16.78","0.20","72","78","63","    1",,,,"    1",
"USW00012916","NEW ORLEANS AIRPORT, LA US","2022-02-18","12.30","0.00","57","63","46",,,,,,
