STATION,NAME,DATE,AWND,PRCP,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT05,WT08,WT10
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-19,8.5,0,,74,51,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-20,17.22,0.3,,65,40,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-21,19.01,0.03,,42,36,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-22,15.66,0,,48,33,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-23,8.05,0,,48,35,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-24,4.92,0.24,,56,37,1,,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-25,11.41,0.44,,52,48,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-26,14.32,0,,53,42,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-27,8.72,0,,54,42,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-28,17.22,0,,54,46,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-29,12.53,0,,48,37,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-30,10.07,0,,61,40,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-01-31,8.95,0,,68,45,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-01,15.21,0.22,,66,53,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-02,7.83,0.76,,68,58,1,1,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-03,17.67,2.54,,76,45,1,1,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-04,21.47,0.7,,45,36,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-05,14.54,0,,50,34,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-06,7.61,0,,51,41,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-07,8.5,0,,53,46,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-08,9.17,0,,54,44,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-09,6.49,0,,61,47,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-10,4.03,0,,62,42,,,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-11,4.92,0,,66,46,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-12,7.61,0,,66,45,1,1,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-13,17.67,0.04,,55,39,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-14,6.49,0,,62,40,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-15,10.51,0,,64,45,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-16,13.87,0,,78,56,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-17,19.46,0.15,,81,61,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-18,18.12,0,,61,47,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-19,9.84,0,,59,44,,,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-20,11.63,0,,66,52,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-21,12.75,0,,79,60,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-22,14.76,0,,82,70,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-23,10.51,0,,83,70,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-24,11.86,0,,82,70,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-25,15.21,0,,72,52,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-26,8.95,0,,63,51,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-27,14.09,0.32,,63,47,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-02-28,13.87,0,,65,45,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-01,9.4,0,,65,52,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-02,7.16,0,,72,55,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-03,4.03,0,,69,57,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-04,4.92,0,,76,52,,,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-05,13.2,0,,82,63,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-06,13.65,0,,83,67,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-07,9.84,0.01,,81,67,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-08,12.3,0.25,,67,58,1,,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-09,15.88,0.12,,60,50,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-10,7.83,0.03,,69,54,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-11,10.29,0.39,,72,51,1,,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-12,25.72,0,,54,39,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-13,11.86,0,,57,40,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-14,13.42,0,,67,51,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-15,10.07,0.49,,71,58,1,,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-16,9.62,0,,67,58,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-17,8.72,0,,76,53,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-18,18.79,0,,79,64,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-19,16.55,0,,69,56,,,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-20,9.84,0,,73,54,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-21,16.11,0,,76,58,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-22,21.25,0.32,,82,66,1,,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-23,17.22,0,,67,56,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-24,12.08,0,,72,57,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-25,13.2,0,,71,60,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-26,9.4,0,,76,61,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-27,8.28,0,,79,55,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-28,8.05,0,,78,61,1,1,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-29,13.87,0,,82,64,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-30,23.26,1.64,,83,61,1,1,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-03-31,13.87,0,,70,59,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-01,8.5,0,,73,62,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-02,7.16,0.16,,74,63,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-03,7.83,0,,79,60,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-04,11.41,0.06,,77,62,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-05,17.45,0,,82,70,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-06,13.42,0,,85,69,,,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-07,24.38,0,,73,63,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-08,23.26,0,,68,58,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-09,9.17,0,,71,47,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-10,12.97,0,,78,56,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-11,8.72,0.07,,76,66,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-12,11.41,0.01,,83,67,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-13,17.22,2.24,,85,66,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-14,10.07,0.32,,77,66,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-15,12.97,0,,81,70,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-16,11.18,0,,85,72,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-17,11.63,0.28,,85,70,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-18,17.45,0.01,,76,63,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-19,13.42,0,,70,58,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-20,14.76,0,,79,60,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-21,11.41,0,,84,70,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-22,12.75,0,,80,69,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-23,12.97,0,,83,69,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-24,11.18,0.28,,85,71,1,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-25,9.62,0.02,,85,70,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-26,14.76,0,,79,69,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-27,12.75,0,,77,64,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-28,8.5,0,,81,67,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-29,8.05,0,,83,67,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-04-30,6.93,0,,85,66,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-01,7.16,0.28,,83,67,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-02,10.51,0,,87,74,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-03,9.17,0,,88,74,,,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-04,7.38,0,,88,73,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-05,12.3,1.13,,88,71,1,,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-06,8.05,2.23,,86,68,1,1,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-07,5.14,0,,87,72,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-08,10.29,0,,86,72,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-09,10.51,0,,89,77,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-10,8.95,0,,85,73,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-11,6.04,0,,88,72,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-12,10.51,0.47,,91,72,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-13,9.62,0.04,,86,73,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-14,8.72,0,,86,73,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-15,10.74,0,,88,78,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-16,9.4,0.01,,90,74,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-17,9.84,0,,91,79,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-18,8.72,0,,90,78,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-19,8.95,0,,89,76,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-20,12.75,0,,91,76,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-21,11.63,0.55,,90,72,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-22,9.62,0,,87,75,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-23,8.95,0.06,,85,75,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-24,11.63,0.28,,89,75,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-25,12.08,1.53,,87,70,1,,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-26,6.93,0,,84,72,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-27,14.99,0,,87,75,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-28,9.62,0,,85,73,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-29,6.93,0,,87,73,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-30,11.18,0,,89,76,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-05-31,10.07,0.2,,89,77,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-01,5.82,0,,89,77,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-02,7.38,0,,91,77,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-03,8.72,0,,89,77,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-04,8.5,0,,88,77,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-05,6.49,0,,89,77,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-06,7.16,0,,91,76,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-07,8.5,0,,92,78,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-08,7.61,0,,91,78,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-09,8.72,0,,94,82,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-10,10.51,5.36,,85,73,1,1,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-11,6.93,0.08,,90,77,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-12,9.17,0,,92,79,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-13,7.16,1.45,,93,78,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-14,6.71,0,,93,79,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-15,6.26,0,,93,82,,,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-16,8.28,0,,93,84,,,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-17,5.37,0,,95,81,,,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-18,9.62,0,,94,84,,,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-19,8.5,0,,96,83,,,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-20,8.5,0,,95,83,,,,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-21,6.49,0,,94,82,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-22,8.5,0,,95,84,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-23,11.41,0,,95,85,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-24,10.29,0,,95,86,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-25,12.53,0,,95,83,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-26,12.53,0.12,,87,77,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-27,12.75,0,,90,78,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-28,11.18,0,,92,79,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-29,9.17,0.22,,91,79,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-06-30,6.93,0.19,,88,79,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-01,4.25,0.91,,88,76,1,,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-02,4.92,0.01,,91,78,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-03,5.37,0,,91,80,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-04,4.03,0.09,,90,80,,,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-05,5.59,0.73,,86,74,1,,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-06,4.7,0.21,,90,76,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-07,6.04,0,,93,79,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-08,7.38,0,,93,83,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-09,8.5,0,,92,83,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-10,10.51,0.1,,91,81,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-11,6.93,0,,94,80,,,,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-12,6.71,0,,91,80,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-13,6.71,0,,89,79,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-14,7.16,0,,86,79,,,1,,1,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-15,7.16,0,,88,79,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-16,7.61,0,,93,75,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-17,6.26,0,,93,73,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-18,7.61,0,,91,79,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-19,8.5,0,,95,81,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-20,10.51,0,,93,81,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-21,8.95,0,,90,79,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-22,8.05,0,,90,75,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-23,7.38,0,,90,77,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-24,7.38,0,,90,81,,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-25,6.26,0.05,,86,76,1,,1,,,
USW00053917,"NEW ORLEANS LAKEFRONT AIRPORT, LA US",2022-07-26,5.59,0,,90,79,,,1,,,
